time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/n_updates,train/learning_rate,train/clip_range,train/loss,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/explained_variance,eval/mean_reward,eval/mean_ep_length
2476,565248,276,1000.0,228,-100.0,-1.7159805189818145,85.56307898517699,2750,0.0003,0.2,19.925142288208008,0.0147302095,-0.004042182244302239,0.09423828125,0.05496329069137573,,
2478,567296,277,1000.0,228,-100.0,-1.634039382264018,87.86662844605743,2760,0.0003,0.2,1.5559091567993164,0.009137839,-0.0019462973337795119,0.030517578125,0.29938751459121704,,
2481,569344,278,1000.0,229,-100.0,-1.4667425990104674,85.37270891703665,2770,0.0003,0.2,57.62822341918945,0.008116356,-0.0042406035972817335,0.06953125,0.059048235416412354,,
,570000,,,,,-1.5217297855764627,85.22940977104008,2780,0.0003,0.2,46.55659103393555,0.010808384,-0.0021781804724014366,0.148095703125,0.09009373188018799,-100.0,1000.0
2489,571392,279,1000.0,229,-100.0,,,,,,,,,,,,
2491,573440,280,1000.0,230,-100.0,-1.5456938471645116,85.00091804750264,2790,0.0003,0.2,120.07268524169922,0.020157978,-0.0002701376215554774,0.137255859375,0.011851072311401367,,
2494,575488,281,1000.0,230,-100.0,-1.5302996393293142,84.03415390830487,2800,0.0003,0.2,6.961370944976807,0.010712444,-0.006028355074522551,0.1544921875,0.004155397415161133,,
2496,577536,282,1000.0,231,-100.0,-1.4272698383778333,84.10852155685424,2810,0.0003,0.2,70.40856170654297,0.0077918284,-0.002713603203301318,0.135888671875,-0.005277037620544434,,
2499,579584,283,1000.0,231,-100.0,-1.4005253590643405,83.92148091085255,2820,0.0003,0.2,34.08711624145508,0.008368982,-0.0022058537739212624,0.09794921875,-0.0037893056869506836,,
,580000,,,,,-1.2618326481431723,83.3813578300178,2830,0.0003,0.2,30.052024841308594,0.0070006526,-0.0033363172682584264,0.093017578125,-0.008889317512512207,-100.0,1000.0
2506,581632,284,1000.0,232,-100.0,,,,,,,,,,,,
2509,583680,285,1000.0,232,-100.0,-1.2722979761660098,82.84500850364566,2840,0.0003,0.2,56.595420837402344,0.0038742411,-0.0018999084990355187,0.0458984375,0.019363820552825928,,
2511,585728,286,1000.0,233,-100.0,-1.3714646086096764,82.50897287614643,2850,0.0003,0.2,3.2365665435791016,0.019063443,-0.004444135680387262,0.15205078125,0.01758211851119995,,
2513,587776,287,1000.0,233,-100.0,-1.415661369636655,82.57741370610893,2860,0.0003,0.2,43.60649490356445,0.009143136,-0.0015106391962035558,0.0845703125,-0.016118884086608887,,
2516,589824,288,1000.0,234,-100.0,-1.2882186491042376,81.80325051303953,2870,0.0003,0.2,8.241662979125977,0.0072201397,-0.0026400591887068003,0.084912109375,-0.0015217065811157227,,
,590000,,,,,-1.3895208425819874,81.50857451185584,2880,0.0003,0.2,0.9962946772575378,0.006068687,-0.0017070754533051514,0.060009765625,-0.02180635929107666,-100.0,1000.0
2524,591872,289,1000.0,234,-100.0,,,,,,,,,,,,
2526,593920,290,1000.0,235,-100.0,-1.4200424432754517,79.7336689978838,2890,0.0003,0.2,10.974065780639648,0.0068856077,-0.0019077570919762365,0.069873046875,-0.05039787292480469,,
2528,595968,291,1000.0,235,-100.0,-1.291037406027317,83.27353797741235,2900,0.0003,0.2,17.40007972717285,0.006591624,-0.0028235666861291973,0.0654296875,0.02415555715560913,,
2531,598016,292,1000.0,236,-100.0,-1.2673992332071067,74.55656390190124,2910,0.0003,0.2,5.0179619789123535,0.0048974617,-0.003214221585949417,0.073388671875,-0.03659164905548096,,
,600000,,,,,-1.1949966497719289,118.5337126120925,2920,0.0003,0.2,65.02608489990234,0.003786575,-0.002734552480978891,0.0611328125,0.061663925647735596,-100.0,1000.0
2539,600064,293,1000.0,236,-100.0,,,,,,,,,,,,
2541,602112,294,1000.0,236,-100.0,-1.20549599789083,86.53485793098807,2930,0.0003,0.2,58.582496643066406,0.0017958705,-0.00158411079828511,0.0060546875,0.18224138021469116,,
2543,604160,295,1000.0,237,-100.0,-1.154044906049967,91.39576006755233,2940,0.0003,0.2,137.89378356933594,0.00512122,-0.0023940992854477373,0.018359375,0.09701758623123169,,
2546,606208,296,1000.0,238,-100.0,-1.1805833738297224,85.55041480623186,2950,0.0003,0.2,11.33742618560791,0.0046726344,-0.0017678984193480573,0.018115234375,0.29547572135925293,,
2549,608256,297,1000.0,238,-100.0,-1.189532832801342,86.90639132261276,2960,0.0003,0.2,82.18187713623047,0.00504532,-0.0008683301057317294,0.021630859375,0.2028341293334961,,
,610000,,,,,-1.1209948405623436,87.45866868887097,2970,0.0003,0.2,39.920413970947266,0.008599004,0.0024810215072648134,0.104443359375,0.1450902819633484,-100.0,1000.0
2556,610304,298,1000.0,238,-100.0,,,,,,,,,,,,
2559,612352,299,1000.0,239,-100.0,-1.2054066799581051,86.73379658125342,2980,0.0003,0.2,94.87126159667969,0.006253085,-0.0009024774510180578,0.060498046875,0.05353236198425293,,
2561,614400,300,1000.0,239,-100.0,-1.1837591353803874,87.64237322732806,2990,0.0003,0.2,2.1556010246276855,0.004683242,-0.002414237940683961,0.076904296875,0.621681809425354,,
2564,616448,301,1000.0,240,-100.0,-1.2013795714825393,85.21123005375266,3000,0.0003,0.2,17.865509033203125,0.0067874556,-0.002702378889080137,0.06015625,0.02545177936553955,,
2566,618496,302,1000.0,240,-100.0,-1.2525354642421007,84.4609209034592,3010,0.0003,0.2,30.445873260498047,0.0058475,-0.0008702202176209539,0.0904296875,0.07078748941421509,,
,620000,,,,,-1.2530935321003198,78.57003378644586,3020,0.0003,0.2,54.15944290161133,0.0041094767,-0.000472055769932922,0.023486328125,0.1319037675857544,-100.0,1000.0
2574,620544,303,1000.0,241,-100.0,,,,,,,,,,,,
2768,622592,304,1000.0,224,-100.0,-1.1710308097302913,85.81888603009284,3030,0.0003,0.2,4.262524604797363,0.008133698,-0.0016605488868663087,0.066943359375,0.35226839780807495,,
2771,624640,305,1000.0,225,-100.0,-1.1697620816528798,83.08448925688863,3040,0.0003,0.2,19.893287658691406,0.0073298947,-0.0011696168832713739,0.07353515625,0.290380597114563,,
2773,626688,306,1000.0,225,-100.0,-1.1488645140081644,82.32910609357059,3050,0.0003,0.2,18.357385635375977,0.0015651665,-0.0011100781659479253,0.001513671875,0.29720538854599,,
2776,628736,307,1000.0,226,-100.0,-1.1878175280988217,81.41498443158343,3060,0.0003,0.2,51.187496185302734,0.002982854,-0.0012051200254063587,0.0302734375,0.38728243112564087,,
,630000,,,,,-1.1952144350856542,84.82861552126705,3070,0.0003,0.2,6.308838367462158,0.0028868685,-0.0014511813504213932,0.025244140625,0.25924915075302124,-100.0,1000.0
2783,630784,308,1000.0,226,-100.0,,,,,,,,,,,,
2785,632832,309,1000.0,227,-100.0,-1.0897261541336776,83.74474465996028,3080,0.0003,0.2,6.987472057342529,0.011873274,-0.002576899484847672,0.10966796875,0.4403371810913086,,
2788,634880,310,1000.0,227,-100.0,-1.1041385479271413,80.53937451653182,3090,0.0003,0.2,4.894744396209717,0.004654971,-0.0031389528274303304,0.113671875,0.18083852529525757,,
2790,636928,311,1000.0,228,-100.0,-1.1592353574931622,80.635285461694,3100,0.0003,0.2,44.56352996826172,0.008494753,-0.0026427188888192175,0.0556640625,0.3221474885940552,,
2793,638976,312,1000.0,228,-100.0,-1.172571837157011,76.05396936098114,3110,0.0003,0.2,8.208040237426758,0.0050727315,0.00032058098586276176,0.058544921875,-0.004829049110412598,,
,640000,,,,,-1.0205094015225769,76.3090803667903,3120,0.0003,0.2,68.82611083984375,0.0075324224,-0.0042754501642775725,0.066455078125,-0.00643765926361084,-100.0,1000.0
2800,641024,313,1000.0,228,-100.0,,,,,,,,,,,,
2803,643072,314,1000.0,229,-100.0,-1.0397743593901396,124.72777413725854,3130,0.0003,0.2,43.02104568481445,0.003429427,-0.0004210334336676169,0.00166015625,0.4330504536628723,,
2805,645120,315,1000.0,229,-100.0,-0.9268482392653823,84.04936793409288,3140,0.0003,0.2,39.03630065917969,0.0056662485,-0.0005664422860718332,0.086865234375,0.015084683895111084,,
2808,647168,316,1000.0,230,-100.0,-1.0281944666057825,84.64534227475524,3150,0.0003,0.2,114.05135345458984,0.001239287,-0.000252358615398407,0.01669921875,0.05972325801849365,,
2810,649216,317,1000.0,230,-100.0,-1.0366062112152576,85.73032006472349,3160,0.0003,0.2,105.83528137207031,0.0037989605,-0.0003485880573862232,0.037939453125,0.14890766143798828,,
,650000,,,,,-0.9809678016230464,84.27425833046436,3170,0.0003,0.2,76.0468521118164,0.006614016,0.00070318695215974,0.0650390625,0.010138094425201416,-100.0,1000.0
2818,651264,318,1000.0,231,-100.0,,,,,,,,,,,,
2820,653312,319,1000.0,231,-100.0,-1.0325361143797636,73.12588353008032,3180,0.0003,0.2,13.129672050476074,0.005338836,-0.0018558603507699445,0.059765625,0.3795316219329834,,
2823,655360,320,1000.0,232,-100.0,-1.0090244395658374,83.43270849231631,3190,0.0003,0.2,9.86862564086914,0.006659869,0.001318693313805852,0.0798828125,-0.002385854721069336,,
2825,657408,321,1000.0,232,-100.0,-1.11440291069448,84.74323712959885,3200,0.0003,0.2,39.05857467651367,0.003978159,-0.0010918894338828977,0.025146484375,0.04356491565704346,,
2828,659456,322,1000.0,233,-100.0,-1.1982044778764247,83.23826225362718,3210,0.0003,0.2,96.32107543945312,0.006217152,-0.0020084452218725344,0.15888671875,-0.009849190711975098,,
,660000,,,,,-1.0561934938654303,83.6060964666307,3220,0.0003,0.2,62.081329345703125,0.0047489465,-0.0020208907182677647,0.12568359375,-0.005258679389953613,-100.0,1000.0
2836,661504,323,1000.0,233,-100.0,,,,,,,,,,,,
2838,663552,324,1000.0,233,-100.0,-1.0548069024458528,83.92018570154906,3230,0.0003,0.2,34.644493103027344,0.00655392,-0.004217031248117564,0.11240234375,0.11102372407913208,,
2840,665600,325,1000.0,234,-100.0,-1.0600342836230994,84.92109160795808,3240,0.0003,0.2,2.0436019897460938,0.0051994585,-0.0019782162304181838,0.051904296875,0.22394657135009766,,
2843,667648,326,1000.0,234,-100.0,-1.1528277333825827,83.6338494937867,3250,0.0003,0.2,2.5849599838256836,0.005111192,-0.0005982867762213573,0.09765625,-0.001514434814453125,,
2846,669696,327,1000.0,235,-100.0,-1.188752131536603,84.4474665498361,3260,0.0003,0.2,22.66176414489746,0.001404417,-0.0010046036979474593,0.006787109375,0.0398637056350708,,
,670000,,,,,-1.1344015520066022,82.51086227409542,3270,0.0003,0.2,36.687713623046875,0.009314628,-0.0013981296418933199,0.032080078125,-0.015365004539489746,-100.0,1000.0
2853,671744,328,1000.0,235,-100.0,,,,,,,,,,,,
2856,673792,329,1000.0,235,-100.0,-1.1379266072064638,82.16996367648244,3280,0.0003,0.2,47.20728302001953,0.00258935,-0.001059445816645166,0.032373046875,0.1525437831878662,,
2858,675840,330,1000.0,236,-100.0,-1.1584218095988035,85.53115043975413,3290,0.0003,0.2,50.93391418457031,0.0036695604,-0.0030504777787427884,0.02109375,0.06983751058578491,,
2861,677888,331,1000.0,236,-100.0,-1.1780275706201793,88.03298191335053,3300,0.0003,0.2,85.10940551757812,0.0040785535,-0.0032514203601749616,0.01318359375,0.4928939938545227,,
2863,679936,332,1000.0,237,-100.0,-1.1857710264623165,79.1822342928499,3310,0.0003,0.2,7.210569858551025,0.0038779632,-0.0015259383682860062,0.0076171875,0.027801990509033203,,
,680000,,,,,-1.2549259848892689,82.61434925477951,3320,0.0003,0.2,64.60533905029297,0.008247014,-0.0020205848020850683,0.072119140625,-0.00485682487487793,-100.0,1000.0
2870,681984,333,1000.0,237,-100.0,,,,,,,,,,,,
2873,684032,334,1000.0,238,-100.0,-1.3764215633273125,77.2149964209646,3330,0.0003,0.2,33.334041595458984,0.0037760176,-0.001188487364561297,0.0509765625,0.022738516330718994,,
2875,686080,335,1000.0,238,-100.0,-1.4134380284696817,119.91618440058082,3340,0.0003,0.2,111.87879943847656,0.004491526,-0.0011047811567550525,0.01240234375,0.18922877311706543,,
2878,688128,336,1000.0,239,-100.0,-1.4436737220734357,87.4954464506358,3350,0.0003,0.2,5.094334125518799,0.0052304165,-0.0015213751925330144,0.036474609375,0.3690086007118225,,
,690000,,,,,-1.4960186410695315,86.06508008800446,3360,0.0003,0.2,0.8958888649940491,0.008000918,-0.0037075725311296994,0.165185546875,0.28905999660491943,-100.0,1000.0
2885,690176,337,1000.0,239,-100.0,,,,,,,,,,,,
2888,692224,338,1000.0,239,-100.0,-1.6233023278415204,84.77655359026976,3370,0.0003,0.2,42.0108642578125,0.009546518,-0.00222981036931742,0.177099609375,0.005818188190460205,,
2890,694272,339,1000.0,240,-100.0,-1.677063774317503,85.17688821405173,3380,0.0003,0.2,41.068992614746094,0.011625208,-0.004278730058285873,0.091650390625,0.09617340564727783,,
2893,696320,340,1000.0,240,-100.0,-1.7304073195904492,85.7918536728248,3390,0.0003,0.2,64.48987579345703,0.008436456,-0.001141344037023373,0.083740234375,0.18407374620437622,,
2895,698368,341,1000.0,241,-100.0,-1.7359074268490076,85.02036547362805,3400,0.0003,0.2,26.659326553344727,0.014484495,-0.003768947781645693,0.104736328125,0.055787503719329834,,
,700000,,,,,-1.8159858267754316,84.89933807458729,3410,0.0003,0.2,5.845989227294922,0.012714823,0.0003646321601991076,0.0880859375,0.03133261203765869,-100.0,1000.0
2903,700416,342,1000.0,241,-100.0,,,,,,,,,,,,
2905,702464,343,1000.0,241,-100.0,-1.8216780554503202,85.81080224439502,3420,0.0003,0.2,27.720605850219727,0.01413556,-0.006840276551520219,0.2138671875,0.30103713274002075,,
2908,704512,344,1000.0,242,-100.0,-1.8919641546905042,83.30012966431677,3430,0.0003,0.2,20.8217830657959,0.008225262,0.0006523007337818854,0.164697265625,-0.014918208122253418,,
2910,706560,345,1000.0,242,-100.0,-1.9290744993835687,82.65023232102394,3440,0.0003,0.2,142.2054901123047,0.014916063,-0.004852414572087582,0.152587890625,0.20129930973052979,,
2913,708608,346,1000.0,243,-100.0,-2.0057905789464714,83.66048041488975,3450,0.0003,0.2,65.25248718261719,0.010802308,-0.004835936521703843,0.123876953125,-0.0010712146759033203,,
,710000,,,,,-1.9972917199134828,85.05364997312427,3460,0.0003,0.2,27.070383071899414,0.013497934,-0.005123921771883033,0.085693359375,0.26176726818084717,-100.0,1000.0
2920,710656,347,1000.0,243,-100.0,,,,,,,,,,,,
2923,712704,348,1000.0,243,-100.0,-1.9892040371894837,82.54612324684858,3470,0.0003,0.2,6.8322343826293945,0.0073088575,-0.0022943958407267927,0.066796875,0.0024573802947998047,,
2925,714752,349,1000.0,244,-100.0,-1.9894229091703892,78.06829827651381,3480,0.0003,0.2,115.1584243774414,0.014006412,-0.004658981297689024,0.160791015625,0.2718644142150879,,
2928,716800,350,1000.0,244,-100.0,-2.0597357518970965,82.51121133118868,3490,0.0003,0.2,64.55198669433594,0.009282428,-0.0029222486627986655,0.121728515625,-0.05565750598907471,,
2930,718848,351,1000.0,245,-100.0,-2.0202139295637607,81.72433575056493,3500,0.0003,0.2,34.419883728027344,0.013823375,-0.005090096317871939,0.11455078125,0.06036818027496338,,
,720000,,,,,-1.941020080819726,80.77575294263661,3510,0.0003,0.2,76.23098754882812,0.015046768,-0.005019397477735765,0.192431640625,0.00400310754776001,-100.0,1000.0
2938,720896,352,1000.0,245,-100.0,,,,,,,,,,,,
2940,722944,353,1000.0,245,-100.0,-1.938468984514475,80.2333372399211,3520,0.0003,0.2,13.491652488708496,0.011464143,-0.007383668405964272,0.1205078125,-0.08565151691436768,,
2943,724992,354,1000.0,246,-100.0,-1.9507919870316983,81.94893861040472,3530,0.0003,0.2,88.8829574584961,0.011832147,-0.00357476259523537,0.0970703125,-0.0012017488479614258,,
2945,727040,355,1000.0,246,-100.0,-1.9319399867206812,81.98535121884197,3540,0.0003,0.2,5.709012031555176,0.008446323,-0.0064312065194826575,0.098681640625,-0.07047152519226074,,
2948,729088,356,1000.0,247,-100.0,-1.9335071373730899,111.6064252704382,3550,0.0003,0.2,86.71918487548828,0.0072210524,-0.000861114903818816,0.104541015625,-0.0015125274658203125,,
,730000,,,,,-1.9223701257258654,88.51049636676908,3560,0.0003,0.2,177.51425170898438,0.009818174,0.00011561365172383376,0.079736328125,0.34443938732147217,-100.0,1000.0
2955,731136,357,1000.0,247,-100.0,,,,,,,,,,,,
2958,733184,358,1000.0,247,-100.0,-1.9597617387771606,85.79551944285632,3570,0.0003,0.2,21.31352424621582,0.015622994,-0.0013154416708857752,0.23310546875,-0.0015439987182617188,,
2960,735232,359,1000.0,248,-100.0,-2.028162218630314,86.42225912101567,3580,0.0003,0.2,43.343177795410156,0.016952705,-0.005013632255577249,0.15283203125,0.31290125846862793,,
2963,737280,360,1000.0,248,-100.0,-1.9828522399067878,84.99407398924231,3590,0.0003,0.2,0.8517742156982422,0.0122977635,-0.004130138851178344,0.139501953125,-0.002271294593811035,,
2965,739328,361,1000.0,249,-100.0,-1.9953038323670627,84.64211655035615,3600,0.0003,0.2,1.9396783113479614,0.015354399,-0.0035544663085602226,0.103173828125,4.589557647705078e-05,,
,740000,,,,,-1.9878336418420077,85.99110675603151,3610,0.0003,0.2,6.363152980804443,0.0030584852,-0.0016088562151708174,0.0103515625,0.3389620780944824,-100.0,1000.0
2973,741376,362,1000.0,249,-100.0,,,,,,,,,,,,
2975,743424,363,1000.0,249,-100.0,-2.015701961517334,86.22058691866695,3620,0.0003,0.2,7.222469806671143,0.008114183,-0.00550268087463337,0.051953125,0.19917279481887817,,
2977,745472,364,1000.0,250,-100.0,-1.9753779802471398,83.8678884036839,3630,0.0003,0.2,43.295013427734375,0.015795007,-0.0024666398501722144,0.106396484375,-0.010182499885559082,,
2980,747520,365,1000.0,250,-100.0,-1.968889945745468,83.88051060531288,3640,0.0003,0.2,35.23598098754883,0.003096253,-0.0006566081072378438,0.017578125,0.013640820980072021,,
2982,749568,366,1000.0,251,-100.0,-1.9688344128429889,83.1820752967149,3650,0.0003,0.2,2.1713249683380127,0.017554957,-0.0014672886318294331,0.229052734375,-0.022417187690734863,,
,750000,,,,,-2.022874030470848,83.62061748988927,3660,0.0003,0.2,34.48391342163086,0.008264044,-0.0032380502816522494,0.09873046875,-0.001619100570678711,-100.0,1000.0
2990,751616,367,1000.0,251,-100.0,,,,,,,,,,,,
2992,753664,368,1000.0,251,-100.0,-1.9969686534255744,82.41764972805977,3670,0.0003,0.2,25.99088478088379,0.0074098045,-0.0027170786255737767,0.002001953125,0.0054395198822021484,,
2995,755712,369,1000.0,252,-100.0,-1.986293763294816,82.0996627509594,3680,0.0003,0.2,186.07742309570312,0.0070079607,-0.0035588824597653002,0.072412109375,0.09007376432418823,,
2997,757760,370,1000.0,252,-100.0,-2.0084944289177655,83.97229868844151,3690,0.0003,0.2,5.622348308563232,0.010178949,-0.007130651081388351,0.082861328125,0.23530757427215576,,
2999,759808,371,1000.0,253,-100.0,-2.0544405810534956,79.69184684865176,3700,0.0003,0.2,68.5317153930664,0.012116536,-0.006277913019584957,0.079931640625,0.10498452186584473,,
,760000,,,,,-2.11614938005805,68.76707158014179,3710,0.0003,0.2,15.433423042297363,0.013698584,-0.004436029968201183,0.088623046875,0.16733920574188232,-100.0,1000.0
3007,761856,372,1000.0,253,-100.0,,,,,,,,,,,,
3010,763904,373,1000.0,253,-100.0,-2.108763536810875,82.83429233171046,3720,0.0003,0.2,130.3018035888672,0.010083366,-0.0009057508344994858,0.128076171875,0.07555973529815674,,
3012,765952,374,1000.0,254,-100.0,-2.093639790266752,79.12495536059141,3730,0.0003,0.2,96.9657974243164,0.0034024715,-0.0016680447675753384,0.001318359375,0.17907863855361938,,
3015,768000,375,1000.0,254,-100.0,-2.0462877944111826,73.65036934539675,3740,0.0003,0.2,4.346617698669434,0.007823855,-0.0047649695974541825,0.112939453125,0.14781111478805542,,
,770000,,,,,-2.0805565364658833,128.0264828592539,3750,0.0003,0.2,10.976320266723633,0.009884645,-0.003635060389933642,0.07099609375,0.42120903730392456,-100.0,1000.0
3022,770048,376,1000.0,254,-100.0,,,,,,,,,,,,
3025,772096,377,1000.0,255,-100.0,-2.0830122038722036,87.54886227697133,3760,0.0003,0.2,8.57352352142334,0.007786776,-0.002574592963355826,0.0052734375,0.37840569019317627,,
3027,774144,378,1000.0,255,-100.0,-2.108251541107893,83.90202555172145,3770,0.0003,0.2,2.2454941272735596,0.012763273,-0.0001842238852987066,0.230029296875,-2.2411346435546875e-05,,
3030,776192,379,1000.0,256,-100.0,-2.159550017118454,86.01357314363122,3780,0.0003,0.2,63.96269226074219,0.007712013,-0.0023079248960129915,0.023828125,0.3444613814353943,,
3032,778240,380,1000.0,256,-100.0,-2.184132008999586,60.068529517576096,3790,0.0003,0.2,5.57661247253418,0.00044888904,-0.0011195419880095868,0.001904296875,0.45333021879196167,,
,780000,,,,,-2.1637558057904243,88.50482601299882,3800,0.0003,0.2,11.725438117980957,0.004008252,-0.00413410051696701,0.01416015625,0.7813194990158081,-100.0,1000.0
3040,780288,381,1000.0,256,-100.0,,,,,,,,,,,,
3043,782336,382,1000.0,257,-100.0,-2.178401105850935,82.94672829210758,3810,0.0003,0.2,2.3509416580200195,0.002804275,-0.0011504093337862287,0.007080078125,0.22618120908737183,,
3045,784384,383,1000.0,257,-100.0,-2.1859471797943115,91.93478592261673,3820,0.0003,0.2,15.948952674865723,0.002018753,-0.0016842879631440155,0.001513671875,0.7877532839775085,,
3047,786432,384,1000.0,258,-100.0,-2.1812816828489305,86.70817579180002,3830,0.0003,0.2,57.15236282348633,0.0022552349,-0.001488495845842408,0.007470703125,0.5355134010314941,,
3050,788480,385,1000.0,258,-100.0,-2.197587276995182,71.86624332517385,3840,0.0003,0.2,43.58406448364258,0.0023735962,-0.0018035961795249023,0.003759765625,0.30816251039505005,,
,790000,,,,,-2.1807327888906003,66.31673891730607,3850,0.0003,0.2,64.77318572998047,0.004657975,-0.003225664873752976,0.01162109375,0.5832352638244629,-100.0,1000.0
4418,790528,386,1000.0,178,-100.0,,,,,,,,,,,,
4421,792576,387,1000.0,179,-100.0,-2.1765120938420295,83.64028131701052,3860,0.0003,0.2,52.028507232666016,0.0068967785,-0.0034713859495241195,0.01220703125,0.7776882648468018,,
4423,794624,388,1000.0,179,-100.0,-2.1392028629779816,82.99476939849555,3870,0.0003,0.2,1.3292591571807861,0.013086049,-0.00277506659476785,0.146630859375,0.08062595129013062,,
4426,796672,389,1000.0,179,-100.0,-2.0878385841846465,83.22564730234444,3880,0.0003,0.2,13.295815467834473,0.012299705,-0.005718440302007366,0.133642578125,0.017959654331207275,,
4428,798720,390,1000.0,180,-100.0,-2.1320723213255404,81.83802634626628,3890,0.0003,0.2,34.45926284790039,0.010753374,-0.004175813437905162,0.10498046875,0.18025225400924683,,
,800000,,,,,-2.1087858214974404,76.43309138193726,3900,0.0003,0.2,27.937990188598633,0.011033719,-0.004298189582186751,0.111083984375,0.2056797742843628,-100.0,1000.0
4436,800768,391,1000.0,180,-100.0,,,,,,,,,,,,
4438,802816,392,1000.0,180,-100.0,-2.114983943849802,54.01688203494996,3910,0.0003,0.2,3.603346586227417,0.008746736,-0.0035880965180695055,0.025634765625,0.37158089876174927,,
4441,804864,393,1000.0,181,-100.0,-2.2345890283584593,81.52778437808156,3920,0.0003,0.2,76.37676239013672,0.037170753,-0.007425814650196117,0.14921875,0.4449268579483032,,
4443,806912,394,1000.0,181,-100.0,-2.2110382772982122,96.0524422749877,3930,0.0003,0.2,11.246233940124512,0.003478326,-0.002220687660155818,0.002197265625,0.6599547863006592,,
4446,808960,395,1000.0,181,-100.0,-2.238971387594938,81.23127333372831,3940,0.0003,0.2,25.816566467285156,0.0015002106,-0.0014179926612996497,0.00546875,0.7095222473144531,,
,810000,,,,,-2.2170231714844704,79.86281183771789,3950,0.0003,0.2,56.84782028198242,0.008970651,-0.005608177766407607,0.01435546875,0.613886833190918,-100.0,1000.0
4453,811008,396,1000.0,182,-100.0,,,,,,,,,,,,
4456,813056,397,1000.0,182,-100.0,-2.1875675931572913,125.0924121171236,3960,0.0003,0.2,41.47488784790039,0.005823054,-0.0022017959690856514,0.015185546875,0.6311928033828735,,
4458,815104,398,1000.0,182,-100.0,-2.2011371053755284,77.20658660307527,3970,0.0003,0.2,66.21725463867188,0.008891277,-0.003448471015872201,0.033984375,0.6693008542060852,,
4461,817152,399,1000.0,183,-100.0,-2.168476500362158,93.36351726204157,3980,0.0003,0.2,79.73899841308594,0.01165198,-0.00424520570304594,0.13515625,0.5751429796218872,,
4463,819200,400,1000.0,183,-100.0,-2.0737719275057316,93.5374364733696,3990,0.0003,0.2,13.870573997497559,0.010903551,-0.005372385472583119,0.054931640625,0.26354509592056274,,
,820000,,,,,-2.098838090151548,83.51764266118407,4000,0.0003,0.2,92.21797943115234,0.0075286096,-0.005617602462007198,0.06533203125,0.5972921848297119,-100.0,1000.0
4471,821248,401,1000.0,183,-100.0,,,,,,,,,,,,
4473,823296,402,1000.0,184,-100.0,-2.0697046644985675,73.52981427535414,4010,0.0003,0.2,10.675896644592285,0.009444411,-0.007892708826693707,0.05986328125,0.5415773391723633,,
4476,825344,403,1000.0,184,-100.0,-1.9700607966631651,97.84006106555462,4020,0.0003,0.2,2.1264994144439697,0.011186775,-0.003625939376070164,0.042529296875,0.7852418422698975,,
4478,827392,404,1000.0,184,-100.0,-2.029311016574502,33.8127601724118,4030,0.0003,0.2,6.5511956214904785,0.0050694947,-0.0032137011163285933,0.1033203125,0.352973997592926,,
4481,829440,405,1000.0,185,-100.0,-2.059824767708778,100.9583828046918,4040,0.0003,0.2,14.847362518310547,0.0066839308,-0.004516158174374141,0.025830078125,0.810175359249115,,
,830000,,,,,-2.0364448845386507,87.27389622926712,4050,0.0003,0.2,106.6792984008789,0.008530613,-0.002922782088717213,0.052392578125,0.5719273090362549,-100.0,1000.0
4488,831488,406,1000.0,185,-100.0,,,,,,,,,,,,
4491,833536,407,1000.0,185,-100.0,-2.0075135622173548,98.61206628829241,4060,0.0003,0.2,85.24102783203125,0.008052033,-0.001034720531606581,0.007568359375,0.6614187359809875,,
4493,835584,408,1000.0,185,-100.0,-1.9427876137197018,97.91578605026007,4070,0.0003,0.2,44.129058837890625,0.008263358,-0.005181866989005357,0.034765625,0.7370203733444214,,
4496,837632,409,1000.0,186,-100.0,-1.9551142942160369,86.89516500681638,4080,0.0003,0.2,10.76891040802002,0.0057745595,-0.0028257111211132725,0.0193359375,0.5297657251358032,,
4498,839680,410,1000.0,186,-100.0,-1.9769324392080307,90.55581772774458,4090,0.0003,0.2,92.86917114257812,0.016320873,-0.007623247463925509,0.1328125,0.7777047157287598,,
,840000,,,,,-2.010419095680118,82.51805190742016,4100,0.0003,0.2,80.12252807617188,0.014670241,-0.004269667698827107,0.16826171875,0.32874804735183716,-100.0,1000.0
4506,841728,411,1000.0,186,-100.0,,,,,,,,,,,,
4509,843776,412,1000.0,187,-100.0,-1.9761458646506072,86.71343239843846,4110,0.0003,0.2,52.686424255371094,0.011127949,-0.003592227529588854,0.087939453125,0.5643356442451477,,
4511,845824,413,1000.0,187,-100.0,-2.0266342882066963,80.33646199181676,4120,0.0003,0.2,11.811959266662598,0.010038736,-0.001842914367443882,0.06513671875,0.7114702463150024,,
4513,847872,414,1000.0,187,-100.0,-1.9513226561248302,81.90288252942264,4130,0.0003,0.2,14.819005012512207,0.0076038553,-0.002201327230432071,0.04794921875,0.2826489806175232,,
4516,849920,415,1000.0,188,-100.0,-1.9607638865709305,80.35502588637173,4140,0.0003,0.2,8.682795524597168,0.009818187,-0.00011469016171758995,0.080029296875,0.2814011573791504,,
