time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/fps,time/total_timesteps,train/learning_rate,train/value_loss,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length
110,587,6.390564350000001,95.94,383,225280,3e-05,3.4793047651648523,0.7393156886100769,0.8097696900367737,1090,0.0010179238,-2.9352145582437514,0.00341796875,-0.003692345035960898,0.1,,
111,592,5.647826820000001,96.27,383,227328,3e-05,2.906112462282181,0.5602847337722778,0.8238028883934021,1100,0.0011628511,-2.8732889354228974,0.004345703125,-0.0035627279634354637,0.1,,
112,597,6.87507979,94.98,384,229376,3e-05,4.021802473068237,1.2098947763442993,0.8425459861755371,1110,0.00065130985,-2.91896413564682,0.000244140625,-0.002431560296099633,0.1,,
,,,,,230000,3e-05,3.8050506085157396,0.8045898079872131,0.806696891784668,1120,0.0014143481,-2.8645842552185057,0.0150390625,-0.004857958178035915,0.1,11.605054473876953,88.8
113,603,7.371095479999999,95.62,383,231424,,,,,,,,,,,,
114,608,7.994437969999999,95.49,383,233472,3e-05,2.607414273172617,0.5689460039138794,0.7411991357803345,1130,0.0018500007,-2.9041551411151887,0.023876953125,-0.004905127472011372,0.1,,
115,613,7.679331170000001,94.62,384,235520,3e-05,3.4995840907096865,0.5885055065155029,0.7458533048629761,1140,0.0009990323,-2.866203847527504,0.0046875,-0.003193254041252658,0.1,,
116,618,8.253193790000001,94.55,384,237568,3e-05,3.230085714161396,0.5930526852607727,0.773770809173584,1150,0.0010272552,-2.8344611495733263,0.00546875,-0.0034697358292760327,0.1,,
117,623,7.80745272,93.44,384,239616,3e-05,3.0333240002393724,0.6279152035713196,0.7788293361663818,1160,0.001002141,-2.830479437112808,0.00703125,-0.003504790237639099,0.1,,
,,,,,240000,3e-05,3.28789664208889,0.7530925273895264,0.880862832069397,1170,0.0013749178,-2.8756452977657316,0.0078125,-0.004148343903943896,0.1,6.160309374332428,99.2
118,629,8.47723995,91.8,384,241664,,,,,,,,,,,,
119,634,7.971973029999999,93.09,384,243712,3e-05,2.953068283200264,0.4631156027317047,0.8565292358398438,1180,0.0016708514,-2.8419889122247697,0.019580078125,-0.004886837222147733,0.1,,
120,639,7.198567809999998,93.78,384,245760,3e-05,2.9294528856873514,0.5570761561393738,0.8779785633087158,1190,0.0008351678,-2.8428143173456193,0.002587890625,-0.0029655766556970775,0.1,,
121,644,7.812615240000001,93.32,384,247808,3e-05,3.967357078194618,0.7495715618133545,0.8163522481918335,1200,0.0006265786,-2.8302986085414887,4.8828125e-05,-0.0022978890570811926,0.1,,
122,649,6.917877460000001,93.44,384,249856,3e-05,3.369413882493973,0.49754559993743896,0.8570324182510376,1210,0.00060601765,-2.8235763996839522,0.00029296875,-0.0026584288309095426,0.1,,
,,,,,250000,3e-05,3.0301836624741556,0.5655263066291809,0.7360725402832031,1220,0.001252438,-2.792212778329849,0.006494140625,-0.003968753205845133,0.1,-1.074931764602661,93.6
123,655,6.935017340000001,94.1,384,251904,,,,,,,,,,,,
124,660,8.046770899999999,92.64,384,253952,3e-05,2.451432142406702,0.5224126577377319,0.8188203573226929,1230,0.0014622577,-2.8082637906074526,0.00908203125,-0.004496765905059874,0.1,,
125,665,7.407425500000001,93.2,384,256000,3e-05,3.582034443318844,0.80083167552948,0.7885158061981201,1240,0.00070937106,-2.8138241827487946,0.000146484375,-0.0024609971704194324,0.1,,
